timestamp,ticker,price,volume,source
1733,GOOGL,194.3846893310547,67894100,simulated
1734,GOOGL,187.4210662841797,34166100,simulated
1735,GOOGL,190.24632263183597,14264700,simulated
1736,GOOGL,194.53390502929688,21776000,simulated
1737,GOOGL,196.95127868652344,26951400,simulated
1738,GOOGL,194.3946533203125,18218300,simulated
1739,GOOGL,182.81512451171875,29916700,simulated
1740,GOOGL,166.14219665527344,40770500,simulated
1741,GOOGL,162.10076904296875,31756200,simulated
1742,GOOGL,162.14059448242188,28138500,simulated
1743,GOOGL,156.43380737304688,30672900,simulated
1744,GOOGL,144.11390686035156,52200200,simulated
1745,GOOGL,154.7207794189453,31128800,simulated
1746,GOOGL,150.76686096191406,127490100,simulated
1747,GOOGL,165.51687622070312,42846900,simulated
1748,GOOGL,171.16390991210938,29317300,simulated
1749,GOOGL,175.58908081054688,28935900,simulated
1750,GOOGL,166.2956085205078,40524300,simulated
1751,GOOGL,176.28709411621094,34175600,simulated
1752,GOOGL,184.53355407714844,34014500,simulated
1753,GOOGL,191.35411071777344,51329200,simulated
1754,GOOGL,200.84703063964844,39161800,simulated
1755,GOOGL,201.3855133056641,28342900,simulated
1756,GOOGL,206.55075073242188,28464100,simulated
1757,GOOGL,233.5829620361328,32474700,simulated
1758,GOOGL,251.53782653808597,31239500,simulated
1759,GOOGL,244.14230346679688,21307100,simulated
1760,GOOGL,244.97067260742188,22111600,simulated
1761,GOOGL,268.7441711425781,35235200,simulated
1762,GOOGL,276.9980163574219,30078400,simulated
1763,GOOGL,292.2382202148437,68198900,simulated
1764,GOOGL,319.5547790527344,26018600,simulated
1765,GOOGL,308.887939453125,35940200,simulated
1766,GOOGL,313.1024475097656,10899000,simulated
1767,GOOGL,313.4420166015625,17380900,simulated
1768,GOOGL,335.53326416015625,33517600,simulated
1769,GOOGL,327.5036926269531,27280000,simulated
1770,GOOGL,308.5982971191406,47761300,simulated
1771,GOOGL,314.5705261230469,53210800,simulated
1772,GOOGL,311.354736328125,44640600,simulated
1773,GOOGL,300.8203125,44364100,simulated
1774,GOOGL,290.2666320800781,36864300,simulated
1775,GOOGL,295.59344482421875,21666500,simulated
1776,GOOGL,335.81939697265625,20541500,simulated
1777,GOOGL,385.4597778320313,30105200,simulated
1778,GOOGL,397.7524108886719,24433500,simulated
1779,GOOGL,389.8971252441406,24357500,simulated
1780,GOOGL,380.1129455566406,44415800,simulated
1781,GOOGL,359.67999267578125,24704600,simulated
1718,GS,439.7862548828125,2080600,simulated
1719,GS,428.1783142089844,2835200,simulated
1720,GS,459.7953186035156,1946000,simulated
1721,GS,472.1040954589844,1489700,simulated
1722,GS,473.0738525390625,1599500,simulated
1723,GS,470.7119445800781,1622700,simulated
1724,GS,477.5096740722656,2122700,simulated
1725,GS,451.1575622558594,3583100,simulated
1726,GS,457.8506164550781,1480500,simulated
1727,GS,474.3465881347656,1763900,simulated
1728,GS,477.7075805664063,1173300,simulated
1729,GS,495.0728149414063,1633200,simulated
1730,GS,500.0853271484375,2061700,simulated
1731,GS,567.8849487304688,1848900,simulated
1732,GS,584.79638671875,2846500,simulated
1733,GS,579.249267578125,1672800,simulated
1734,GS,568.2621459960938,1215000,simulated
1735,GS,559.2355346679688,1486000,simulated
1736,GS,588.10107421875,5119800,simulated
1737,GS,607.5323486328125,3425200,simulated
1738,GS,621.5670776367188,1995100,simulated
1739,GS,628.2058715820312,2711400,simulated
1740,GS,596.8267211914062,2885900,simulated
1741,GS,518.359375,4190500,simulated
1742,GS,559.8042602539062,1944200,simulated
1743,GS,454.0606689453125,6353800,simulated
1744,GS,504.1574401855469,7024100,simulated
1745,GS,516.2914428710938,3048100,simulated
1746,GS,535.848388671875,2902500,simulated
1747,GS,583.8186645507812,1530600,simulated
1748,GS,593.4752807617188,2001900,simulated
1749,GS,593.9239501953125,2086700,simulated
1750,GS,673.6000366210938,2849500,simulated
1751,GS,683.5204467773438,3100700,simulated
1752,GS,694.8326416015625,3323200,simulated
1753,GS,709.3111572265625,2358100,simulated
1754,GS,705.537109375,1400400,simulated
1755,GS,729.9948120117188,1862600,simulated
1756,GS,724.2112426757812,1381200,simulated
1757,GS,773.362548828125,2075700,simulated
1758,GS,792.658935546875,1501600,simulated
1759,GS,765.2616577148438,1939300,simulated
1760,GS,739.89453125,2884700,simulated
1761,GS,747.985595703125,1782200,simulated
1762,GS,774.1411743164062,1569100,simulated
1763,GS,762.4923095703125,2599000,simulated
1764,GS,807.3839721679688,2254200,simulated
1765,GS,881.0499267578125,1976600,simulated
1766,GS,883.614990234375,1578000,simulated
1767,GS,925.8555297851562,1960800,simulated
1768,GS,929.1437377929688,1969600,simulated
1769,GS,937.2451782226562,1802000,simulated
1770,GS,935.5218505859376,2654300,simulated
1771,GS,883.7437744140625,2535900,simulated
1772,GS,851.3180541992188,5552300,simulated
1773,GS,803.498779296875,1955600,simulated
1774,GS,819.0303955078125,2052200,simulated
1775,GS,899.7545776367188,1797800,simulated
1776,GS,922.8428344726562,1263300,simulated
1777,GS,919.6569213867188,1359800,simulated
1778,GS,921.8074340820312,1715300,simulated
1779,GS,977.8106079101562,3104400,simulated
1780,GS,1092.6099853515625,2608800,simulated
1781,GS,1096.56005859375,4499200,simulated
1718,JPM,190.4627685546875,8731100,simulated
1719,JPM,196.96267700195312,10205800,simulated
1720,JPM,200.3194732666016,8328500,simulated
1721,JPM,202.75840759277344,5557300,simulated
1722,JPM,193.1858673095703,9204400,simulated
1723,JPM,203.9344940185547,7001000,simulated
1724,JPM,207.694091796875,6090800,simulated
1725,JPM,209.005126953125,8935100,simulated
1726,JPM,199.7699737548828,13658700,simulated
1727,JPM,199.5868377685547,8540100,simulated
1728,JPM,204.4082794189453,6021800,simulated
1729,JPM,218.58831787109372,7000500,simulated
1730,JPM,217.6572113037109,7110900,simulated
1731,JPM,229.84898376464844,9502100,simulated
1732,JPM,242.2056121826172,5494800,simulated
1733,JPM,239.9166412353516,5519700,simulated
1734,JPM,232.71990966796875,10392700,simulated
1735,JPM,233.91290283203125,5730200,simulated
1736,JPM,234.80897521972656,9917800,simulated
1737,JPM,252.6597442626953,17678100,simulated
1738,JPM,268.8823547363281,6857900,simulated
1739,JPM,264.2417907714844,8627400,simulated
1740,JPM,252.55247497558597,8204400,simulated
1741,JPM,236.2031097412109,20498700,simulated
1742,JPM,244.8311462402344,9287700,simulated
1743,JPM,237.54849243164065,8054700,simulated
1744,JPM,229.86949157714844,24022400,simulated
1745,JPM,239.97299194335935,9055200,simulated
1746,JPM,244.49505615234372,6369900,simulated
1747,JPM,262.3870544433594,9214600,simulated
1748,JPM,260.22906494140625,7506600,simulated
1749,JPM,259.89556884765625,7098300,simulated
1750,JPM,268.7336730957031,9586400,simulated
1751,JPM,291.75201416015625,6541600,simulated
1752,JPM,279.0963134765625,11273800,simulated
1753,JPM,294.3344116210937,5918500,simulated
1754,JPM,288.6472473144531,8570900,simulated
1755,JPM,289.9384155273437,6322400,simulated
1756,JPM,299.4598083496094,6605800,simulated
1757,JPM,304.75274658203125,10525600,simulated
1758,JPM,308.9515991210937,7083200,simulated
1759,JPM,302.6093444824219,7060300,simulated
1760,JPM,299.4696350097656,6894900,simulated
1761,JPM,294.25,7372700,simulated
1762,JPM,308.7005615234375,6865200,simulated
1763,JPM,295.5277099609375,7501600,simulated
1764,JPM,305.96697998046875,7727300,simulated
1765,JPM,311.9690246582031,8718700,simulated
1766,JPM,326.0233764648437,4289300,simulated
1767,JPM,327.5138854980469,6738100,simulated
1768,JPM,300.50213623046875,10270100,simulated
1769,JPM,304.8598327636719,11580000,simulated
1770,JPM,315.654541015625,9848800,simulated
1771,JPM,295.7862243652344,13554100,simulated
1772,JPM,292.0553283691406,12732500,simulated
1773,JPM,285.1009216308594,22436500,simulated
1774,JPM,281.3998718261719,9873300,simulated
1775,JPM,307.9700012207031,10590200,simulated
1776,JPM,313.0199890136719,5545900,simulated
1777,JPM,309.3999938964844,6316800,simulated
1778,JPM,302.1000061035156,9464300,simulated
1779,JPM,295.70001220703125,8066900,simulated
1780,JPM,312.70001220703125,11594600,simulated
1781,JPM,325.2200012207031,20111000,simulated
1718,MSFT,438.8038940429688,19877400,simulated
1719,MSFT,453.64068603515625,9932800,simulated
1720,MSFT,447.6646118164063,23111200,simulated
1721,MSFT,436.0865478515625,15808800,simulated
1722,MSFT,411.8770446777344,42891400,simulated
1723,MSFT,407.6041870117188,19414300,simulated
1724,MSFT,418.33013916015625,16067300,simulated
1725,MSFT,402.79583740234375,14195500,simulated
1726,MSFT,429.1892700195313,18874200,simulated
1727,MSFT,422.1569213867188,14896100,simulated
1728,MSFT,410.36077880859375,19169700,simulated
1729,MSFT,422.2851257324219,16899100,simulated
1730,MSFT,405.8237609863281,17626000,simulated
1731,MSFT,409.3152770996094,28247600,simulated
1732,MSFT,422.9722900390625,23458900,simulated
1733,MSFT,425.92724609375,20207200,simulated
1734,MSFT,446.2955932617188,23598800,simulated
1735,MSFT,432.9736633300781,8194200,simulated
1736,MSFT,419.6022644042969,15300000,simulated
1737,MSFT,423.476318359375,26085700,simulated
1738,MSFT,410.1247253417969,54586300,simulated
1739,MSFT,404.2444763183594,19121700,simulated
1740,MSFT,384.7052307128906,23007700,simulated
1741,MSFT,389.478271484375,22034100,simulated
1742,MSFT,391.3102416992188,15775000,simulated
1743,MSFT,369.47503662109375,30198000,simulated
1744,MSFT,386.6857299804688,50199700,simulated
1745,MSFT,390.2012023925781,14974000,simulated
1746,MSFT,431.0393981933594,30757400,simulated
1747,MSFT,455.23382568359375,21336500,simulated
1748,MSFT,459.30126953125,15743800,simulated
1749,MSFT,475.0752868652344,18950600,simulated
1750,MSFT,486.2261962890625,22305600,simulated
1751,MSFT,494.8870544433594,13984800,simulated
1752,MSFT,501.61334228515625,15154400,simulated
1753,MSFT,508.5082702636719,16469200,simulated
1754,MSFT,517.9031982421875,15531000,simulated
1755,MSFT,516.0480346679688,25213300,simulated
1756,MSFT,503.5509033203125,17277900,simulated
1757,MSFT,495.0646362304688,16771000,simulated
1758,MSFT,511.21240234375,20009300,simulated
1759,MSFT,514.0940551757812,15112300,simulated
1760,MSFT,510.3379211425781,14684300,simulated
1761,MSFT,522.451171875,41023100,simulated
1762,MSFT,507.9232177734375,26574900,simulated
1763,MSFT,471.89849853515625,34421000,simulated
1764,MSFT,487.82757568359375,19562700,simulated
1765,MSFT,481.3265075683594,24669200,simulated
1766,MSFT,484.6915283203125,14683600,simulated
1767,MSFT,481.4758605957031,15601600,simulated
1768,MSFT,468.5832824707031,28545800,simulated
1769,MSFT,431.57806396484375,128855300,simulated
1770,MSFT,391.9246520996094,66289200,simulated
1771,MSFT,399.7342224121094,43625500,simulated
1772,MSFT,404.32427978515625,35808000,simulated
1773,MSFT,399.0856323242188,27733700,simulated
1774,MSFT,365.1790771484375,36836600,simulated
1775,MSFT,371.48541259765625,21443300,simulated
1776,MSFT,423.2433166503906,32048500,simulated
1777,MSFT,406.8987121582031,70909400,simulated
1778,MSFT,411.7681579589844,35657900,simulated
1779,MSFT,426.989990234375,47250500,simulated
1780,MSFT,403.4100036621094,35317300,simulated
1781,MSFT,379.3999938964844,59714200,simulated
